Concatenate (Fusion),Concatenate (EBS),S. No.,Supplier Name,Purchase Order No,EBS No,Fusion Receipt No,Invoice Ref.
4874-2688,4874-,3943,High-Tech Engineering,4874,,2688,Broks
5395-2699,5395-,3944,Fida Hussain & Associates,5395,,2699,0007
3842-2671,3842-,3945,SASA Engineering,3842,,2671,CBS-0100/18
5078-Banglow,5078-,3946,Nestle Pakistan Ltd,5078,,Banglow,5078
3359-Advance,3359-,3947,Pakistan Insultaion,3359,,Advance,1920002
5393-2691,5393-,3948,Prime Engineering Services,5393,,2691,0023
5396-2698,5396-,3949,Fida Hussain & Associates,5396,,2698,0005
4900-Advance,4900-,3950,M.S Engineering,4900,,Advance,S 000045
5387-Advance,5387-,3951,M.S Engineering,5387,,Advance,5387
4227-1092,4227-1046,3952,So-Safe ,4227,1046,1092,053396
4230-1079,4230-1033,3953,Wadittar Engineering ,4230,1033,1079,1265
4692-1107,4692-1059,3954,A. G. Associates,4692,1059,1107,3038
5375-1106,5375-1058,3955,A. G. Associates,5375,1058,1106,3048
5090-1103,5090-1055,3956,Paradise Airconditioning ,5090,1055,1103,995
5227-1101,5227-1053,3957,Paradise Airconditioning ,5227,1053,1101,993
5158-3451,5158-3747,3958,Metier Impressions,5158,3747,3451,19200032
4850-3450,4850-3744,3959,Metier Impressions,4850,3744,3450,19200031
4109-,4109-3743,3960,Metier Impressions,4109,3743,,19200030
4961-,4961-3745,3961,Metier Impressions,4961,3745,,19200029
4961-,4961-3746,3962,Metier Impressions,4961,3746,,19200029
2592-3448,2592-3741,3963,Metier Impressions,2592,3741,3448,19200015
2592-3449,2592-3742,3964,Metier Impressions,2592,3742,3449,19200015
5431-,5431-3752,3965,Metier Ampoule ,5431,3752,,19200006
5060-2717,5060-1531,3966,Maxim Pakistan ,5060,1531,2717,07-745/1920
5166-3390,5166-3670,3967,Reborn Industries ,5166,3670,3390,7
5166-3423,5166-3707,3968,Reborn Industries ,5166,3707,3423,13
5405-1102,5405-1054,3969,Mia Corporation,5405,1054,1102,MIA/2019/JUL/003
4657-3432,4657-3704,3970,Gelcaps Pakistan,4657,3704,3432,34147
4951-,4951-3729,3971,United Tubes,4951,3729,,26405
5422-1098,5422-1051,3972,Al-Ammar Trading Compnay,5422,1051,1098,17
4804-2678,4804-1512,3973,Javed Chemical ,4804,1512,2678,21265
4610-2677,4610-1511,3974,Javed Chemical ,4610,1511,2677,21266
4293-,4293-3765,3975,Metier Impressions,4293,3765,,19200036
4293-,4293-3764,3976,Metier Impressions,4293,3764,,19200035
4961-,4961-3759,3977,Metier Impressions,4961,3759,,19200034
3673-,3673-213,3978,Metier Impressions,3673,213,,19200033
5418-,5418-3763,3979,Metier Plastic,5418,3763,,19000019
3811-,3811-3761,3980,Metier Plastic,3811,3761,,19200018
3811-,3811-3762,3981,Metier Plastic,3811,3762,,19200018
2592-,2592-3760,3982,Metier Plastic,2592,3760,,19200017
2592-,2592-3749,3983,Metier Plastic,2592,3749,,19200016
2592-,2592-3748,3984,Metier Plastic,2592,3748,,19200016
5397-,5397-3723,3985,Mak Kemikal,5397,3723,,BMK-1909
5397-,5397-3724,3986,Mak Kemikal,5397,3724,,BMK-1909
5397-,5397-3751,3987,Mak Kemikal,5397,3751,,BMK-1909
2880-2710,2880-,3988,IZEE TECH ENGINEERING,2880,,2710,368
5133-2689,5133-,3989,High-Tech Engineering,5133,,2689,Broks
5226-2704,5226-,3990,A. G. Associates,5226,,2704,3045
5519-2719,5519-,3991,Transworld ,5519,,2719,INV-57148-K5H7B4
5402-3411,5402-3706,3992,United Chemical ,5402,3706,3411,000039
4836-3459,4836-3773,3993,Metier Ampoule ,4836,3773,3459,19200010
3337-,3337-3774,3994,Metier Ampoule ,3337,3774,,19200009
2536-,2536-3776,3995,Metier Ampoule ,2536,3776,,19200008
3687-,3687-3775,3996,Metier Ampoule ,3687,3775,,19200007
2592-,2592-3772,3997,Metier Plastic,2592,3772,,19200021
2592-,2592-3771,3998,Metier Plastic,2592,3771,,19200020
5194-2732,5194-1539,3999,Metier Impressions,5194,1539,2732,19200037
5443-3415,5443-3731,4000,Arochem,5443,3731,3415,AE-052-1920
5240-2734,5240-,4001,Wadittar Engineering ,5240,,2734,1274
4333-2750,4333-,4002,Wadittar Engineering ,4333,,2750,1272
4385-2736,4385-,4003,Wadittar Engineering ,4385,,2736,1271
4583-2723,4583-,4004,Nisar Oil ,4583,,2723,1096
4584-2716,4584-,4005,Honda South Motors,4584,,2716,50440
5304-2715,5304-,4006,Honda South Motors,5304,,2715,52225
5199-2733,5199-,4007,Iceberg Engineering,5199,,2733,BRO-ENG-3-075-R
5380-2728,5380-,4008,Supernet,5380,,2728,2019/07/1040-001
5380-2729,5380-,4009,Supernet,5380,,2729,2019/07/1041-002
5380-2730,5380-,4010,Supernet,5380,,2730,2019/07/1042-003
5380-2731,5380-,4011,Supernet,5380,,2731,2019/07/1047-004
4983-2724,4983-1535,4012,Health Factory,4983,1535,2724,8304
4983-2724,4983-1535,4013,Health Factory,4983,1535,2724,8303
4983-2724,4983-1535,4014,Health Factory,4983,1535,2724,8302
4154-2609,4154-1475,4015,Pakistan Oxygen ,4154,1475,2609,371527349
4154-2741,4154-,4016,Pakistan Oxygen ,4154,,2741,371527349
5376-2646,5376-1494,4017,Pakistan Oxygen ,5376,1494,2646,371527350
5376-2737,5376-,4018,Pakistan Oxygen ,5376,,2737,371527350
4154-2645,4154-1493,4019,Pakistan Oxygen ,4154,1493,2645,371527351
4154-2742,4154-,4020,Pakistan Oxygen ,4154,,2742,371527351
5376-2655,5376-1502,4021,Pakistan Oxygen ,5376,1502,2655,371527352
5376-2738,5376-,4022,Pakistan Oxygen ,5376,,2738,371527352
5376-2663,5376-1506,4023,Pakistan Oxygen ,5376,1506,2663,371527353
5376-2739,5376-,4024,Pakistan Oxygen ,5376,,2739,371527353
4154-2661,4154-1505,4025,Pakistan Oxygen ,4154,1505,2661,371527354
4154-2740,4154-,4026,Pakistan Oxygen ,4154,,2740,371527354
5327-,5327-3750,4027,SWS Pvt Ltd,5327,3750,,1820/07/201
5076-2754,5076-1546,4028,Al-Hamd Leather,5076,1546,2754,279
5442-,5442-3788,4029,Iftekhar International,5442,3788,,1/002
3932-3748,3932-1542,4030,Metier Impressions,3932,1542,3748,19200046
3265-,3265-1540,4031,Metier Impressions,3265,1540,,19200047
5328-3483,5328-3790,4032,Metier Impressions,5328,3790,3483,19200045
3673-356,3673-215,4033,Metier Impressions,3673,215,356,19200044
3673-3484,3673-3791,4034,Metier Impressions,3673,3791,3484,19200044
3673-,3673-216,4035,Metier Impressions,3673,216,,19200049
5158-,5158-3795,4036,Metier Impressions,5158,3795,,19200043
5328-3485,5328-3789,4037,Metier Impressions,5328,3789,3485,19200042
4835-,4835-3787,4038,Metier Impressions,4835,3787,,19200041
3673-355,3673-214,4039,Metier Impressions,3673,214,355,19200040
3673-,3673-3781,4040,Metier Impressions,3673,3781,,19200040
4961-3488,4961-3782,4041,Metier Impressions,4961,3782,3488,19200039
5355-,5355-3786,4042,Metier Impressions,5355,3786,,19200038
5418-3491,5418-3792,4043,Metier Plastic,5418,3792,3491,19200025
3811-3490,3811-3785,4044,Metier Plastic,3811,3785,3490,19200024
3811-,3811-3801,4045,Metier Plastic,3811,3801,,19200037
2592-,2592-3800,4046,Metier Plastic,2592,3800,,19200026
2592-,2592-3783,4047,Metier Plastic,2592,3783,,19200022
2592-3489,2592-3784,4048,Metier Plastic,2592,3784,3489,19200023
5441-2720,5441-,4049,Abdul Hadi Computers,5441,,2720,BP 58
4662-2781,4662-1578,4050,Lab Master,4662,1578,2781,LM-19/633
5255-1094,5255-1048,4051,Wadittar Engineering ,5255,1048,1094,1273
5239-1077,5239-1031,4052,Wadittar Engineering ,5239,1031,1077,1277
5450-,5450-1070,4053,Wadittar Engineering ,5450,1070,,1275
5157-1125,5157-1082,4054,Industrial Links International,5157,1082,1125,416
5550-1124,5550-1081,4055,Zahir Engineering,5550,1081,1124,11/BROOKES
5492-1122,5492-1079,4056,A. G. Associates,5492,1079,1122,3054
5328-,5328-3847,4057,Metier Impressions,5328,3847,,19200062
4455-,4455-3846,4058,Metier Ampoule ,4455,3846,,19200012
2536-,2536-3845,4059,Metier Ampoule ,2536,3845,,19200011
2592-,2592-3843,4060,Metier Plastic,2592,3843,,19200032
5284-2758,5284-1559,4061,Technoman Pvt Ltd,5284,1559,2758,N2095/AD
5559-2759,5559-1560,4062,Technoman Pvt Ltd,5559,1560,2759,N2094/AD
4674-2694,4674-1521,4063,Delta Control Inc,4674,1521,2694,036
5521-,5521-1563,4064,Laser Tech Pvt Ltd,5521,1563,,235
4410-2775,4410-,4065,Trasnfo Tech Engineering,4410,,2775,INV1165
5388-2772,5388-1572,4066,Industrad,5388,1572,2772,ST/07/1068
5479-,5479-3828,4067,SWS Pvt Ltd,5479,3828,,1833/07/2019
3664-,3664-219,4068,SWS Pvt Ltd,3664,219,,1834/07/2019
5370-,5370-3829,4069,SWS Pvt Ltd,5370,3829,,1832/07/2019
2592-3514,2592-3823,4070,Metier Plastic,2592,3823,3514,19200028
2592-3151,2592-3824,4071,Metier Plastic,2592,3824,3151,19200028
3811-3513,3811-3822,4072,Metier Plastic,3811,3822,3513,19200029
2592-,2592-3836,4073,Metier Plastic,2592,3836,,19200030
3811-,3811-3837,4074,Metier Plastic,3811,3837,,19200031
5059-,5059-3825,4075,Metier Impressions,5059,3825,,19200050
5059-,5059-3826,4076,Metier Impressions,5059,3826,,19200050
5059-,5059-3827,4077,Metier Impressions,5059,3827,,19200050
3673-,3673-218,4078,Metier Impressions,3673,218,,19200051
5347-,5347-3817,4079,Metier Impressions,5347,3817,,19200052
5355-,5355-3818,4080,Metier Impressions,5355,3818,,19200053
4835-,4835-3820,4081,Metier Impressions,4835,3820,,19200056
3808-,3808-3821,4082,Metier Impressions,3808,3821,,19200057
3673-,3673-220,4083,Metier Impressions,3673,220,,19200058
3673-,3673-3838,4084,Metier Impressions,3673,3838,,19200058
5355-,5355-3839,4085,Metier Impressions,5355,3839,,19200059
4539-,4539-3840,4086,Metier Impressions,4539,3840,,19200060
5400-,5400-3675,4087,Brothers Enterprises,5400,3675,,94955
4646-3437,4646-3676,4088,Brothers Enterprises,4646,3676,3437,94957
3067-,3067-1558,4089,Mabro International,3067,1558,,70
5168-,5168-3652,4090,IDEAPAC,5168,3652,,001
5168-,5168-3778,4091,IDEAPAC,5168,3778,,002
5168-,5168-3797,4092,IDEAPAC,5168,3797,,003
5168-,5168-3816,4093,IDEAPAC,5168,3816,,004
5026-,5026-1552,4094,Khan Packages ,5026,1552,,1049
5183-,5183-3798,4095,Khan Packages ,5183,3798,,1048
2515-,2515-3799,4096,Khan Packages ,2515,3799,,1048
5420-3295,5420-1551,4097,Khan Packages ,5420,1551,3295,1047
5023-3472,5023-3796,4098,Khan Packages ,5023,3796,3472,1047
5026-,5026-1537,4099,Khan Packages ,5026,1537,,1046
2515-,2515-3780,4100,Khan Packages ,2515,3780,,1046
5429-3452,5429-3757,4101,Khan Packages ,5429,3757,3452,1045
5026-,5026-1513,4102,Khan Packages ,5026,1513,,1044
2515-,2515-3720,4103,Khan Packages ,2515,3720,,1044
5114-3436,5114-3717,4104,Khan Packages ,5114,3717,3436,1043
4944-3400,4944-3680,4105,Khan Packages ,4944,3680,3400,1043
4944-37,4944-3680,4106,Khan Packages ,4944,3680,37,1043
4944-,4944-3680,4107,Khan Packages ,4944,3680,,1042
4474-3392,4474-3681,4108,Khan Packages ,4474,3681,3392,1042
5026-,5026-1503,4109,Khan Packages ,5026,1503,,1041
5171-,5171-3639,4110,Khan Packages ,5171,3639,,1040
3309-,3309-3640,4111,Khan Packages ,3309,3640,,1040
2118-,2118-3636,4112,Khan Packages ,2118,3636,,1039
2118-,2118-3637,4113,Khan Packages ,2118,3637,,1039
4944-3416,4944-3638,4114,Khan Packages ,4944,3638,3416,1039
5213-,5213-1510,4115,Tanvir Packages,5213,1510,,63
5426-,5426-1517,4116,Tanvir Packages,5426,1517,,64
5218-,5218-3756,4117,Super International ,5218,3756,,062/1920
4556-2718,4556-1532,4118,Javed Chemical ,4556,1532,2718,21279
5322-,5322-,4119,Nisar Oil ,5322,,,1097
4644-,4644-3815,4120,United Chemical ,4644,3815,,000106
5355-3516,5355-3830,4121,Metier Impressions,5355,3830,3516,19200054
3560-2789,3560-1581,4122,Metier Impressions,3560,1581,2789,19200048
4674-2694,4674-1521,4123,Delta Control Inc,4674,1521,2694,036
5229-2725,5229-1536,4124,Zauq International,5229,1536,2725,20-016
5229-2752,5229-1544,4125,Zauq International,5229,1544,2752,20-016
5164-2700,5164-1525,4126,Zauq International,5164,1525,2700,20-019
4637-2761,4637-1562,4127,Procom Technologies,4637,1562,2761,154
4637-2780,4637-1577,4128,Procom Technologies,4637,1577,2780,154
4637-1135,4637-1092,4129,Procom Technologies,4637,1092,1135,154
1586-,1586-3865,4130,Martin Dow,1586,3865,,9200008700
5377-,5377-3862,4131,Martin Dow,5377,3862,,9200008698
5377-,5377-3863,4132,Martin Dow,5377,3863,,9200008698
5377-,5377-3864,4133,Martin Dow,5377,3864,,9200008698
5494-2786,5494-,4134,Multinet,5494,,2786,58311-2
5494-2785,5494-,4135,Multinet,5494,,2785,58311-1
5494-2784,5494-,4136,Multinet,5494,,2784,58315-4
5494-2783,5494-,4137,Multinet,5494,,2783,58315-3
5494-2782,5494-,4138,Multinet,5494,,2782,58311-3
5433-2767,5433-1567,4139,Haseen Habib,5433,1567,2767,HO-INV 108394
5363-3518,5363-3739,4140,National Trading,5363,3739,3518,JULY-001
5443-3530,5443-3768,4141,Arochem,5443,3768,3530,AE-079-1920
5347-,5347-3844,4142,Metier Impressions,5347,3844,,19200061
4176-Banglow,4176-,4143,So-Safe ,4176,,Banglow,053397
5341-Banglow,5341-,4144,Orient Energy System,5341,,Banglow,200735-0353
5329-,5329-3874,4145,Metier Ampoule ,5329,3874,,19200013
3687-,3687-3873,4146,Metier Ampoule ,3687,3873,,19200014
3673-,3673-3849,4147,Metier Ampoule ,3673,3849,,19200063
4835-,4835-3860,4148,Metier Impressions,4835,3860,,19200064
5328-,5328-3861,4149,Metier Impressions,5328,3861,,19200065
3673-362,3673-221,4150,Metier Impressions,3673,221,362,19200066
5328-,5328-3868,4151,Metier Impressions,5328,3868,,19200067
5158-,5158-3870,4152,Metier Impressions,5158,3870,,19200068
5158-,5158-3871,4153,Metier Impressions,5158,3871,,19200068
5430-,5430-3869,4154,Metier Impressions,5430,3869,,19200069
2592-,2592-3858,4155,Metier Plastic,2592,3858,,19200033
3811-,3811-3859,4156,Metier Plastic,3811,3859,,19200034
2592-,2592-3872,4157,Metier Plastic,2592,3872,,19200035
5250-,5250-3875,4158,Metier Ampoule ,5250,3875,,19200015
5584-2796,5584-1585,4159,Pacode Systems,5584,1585,2796,20200080
5278-1132,5278-1089,4160,Zahir Engineering,5278,1089,1132,12/Brookes
4186-3457,4186-3690,4161,Brothers Enterprises,4186,3690,3457,94951
5400-3458,5400-3691,4162,Brothers Enterprises,5400,3691,3458,94956
5477-2554,5477-3832,4163,Gelcaps Pakistan,5477,3832,2554,34179
5477-2554,5477-3832,4164,Gelcaps Pakistan,5477,3832,2554,34180
5477-2554,5477-3832,4165,Gelcaps Pakistan,5477,3832,2554,34178
1898-,1898-3850,4166,Gelcaps Pakistan,1898,3850,,34177
5477-3545,5477-3832,4167,Gelcaps Pakistan,5477,3832,3545,34176
2592-,2592-3714,4168,Metier Plastic,2592,3714 ,,19200011
3664-,3664-171,4169,SWS Pvt Ltd,3664,171,,008
3664-,3664-172,4170,SWS Pvt Ltd,3664,172,,1744/04/2019
3664-,3664-643,4171,SWS Pvt Ltd,3664,643,,009
3664-,3664-644,4172,SWS Pvt Ltd,3664,644,,009
5117-,5117-203,4173,SWS Pvt Ltd,5117,203,,1794/06/2019
5484-,5484-Chorangi,4174,Asad Water,5484,Chorangi,,5484
5483-2801,5483-1587,4175,Asad Water,5483,1587,2801,5483
5708-2816,5708-,4176,Nisar Oil ,5708,,2816,1101
5311-2817,5311-1593,4177,Nisar Oil ,5311,1593,2817,1099
5311-2817,5311-1593,4178,Nisar Oil ,5311,1593,2817,1098
2592-,2592-3879,4179,Metier Plastic,2592,3879,,19200036
3811-,3811-3880,4180,Metier Plastic,3811,3880,,19200037
2592-,2592-3884,4181,Metier Plastic,2592,3884,,19200038
2592-,2592-3885,4182,Metier Plastic,2592,3885,,19200038
2592-,2592-3889,4183,Metier Plastic,2592,3889,,19200039
3673-,3673-225,4184,Metier Impressions,3673,225,,19200070
5355-,5355-3877,4185,Metier Impressions,5355,3877,,19200071
5234-,5234-3878,4186,Metier Impressions,5234,3878,,19200072
4539-,4539-3886,4187,Metier Impressions,4539,3886,,19200073
3621-,3621-227,4188,Metier Impressions,3621,227,,19200074
3621-,3621-226,4189,Metier Impressions,3621,226,,19200075
5234-,5234-3883,4190,Metier Impressions,5234,3883,,19200076
5564-,5564-1579,4191,M.A Printer,5564,1579,,058
4091-,4091-1589,4192,M.A Printer,4091,1589,,060
5110-,5110-3766,4193,M.A Printer,5110,3766,,264
5110-,5110-3767,4194,M.A Printer,5110,3767,,264
5110-,5110-3851,4195,M.A Printer,5110,3851,,051
4056-,4056-1529,4196,M.A Printer,4056,1529,,052
4056-,4056-1548,4197,M.A Printer,4056,1548,,053
4859-,4859-1550,4198,M.A Printer,4859,1550,,054
4859-,4859-1574,4199,M.A Printer,4859,1574,,055
5163-,5163-1549,4200,M.A Printer,5163,1549,,056
5553-,5553-3852,4201,M.A Printer,5553,3852,,057
4410-,4410-1094,4202,Transfo Tech,4410,1094,,INV1166
5380-2794,5380-,4203,Supernet,5380,,2794,2019/08/0432-004
5380-2791,5380-,4204,Supernet,5380,,2791,2019/08/0432/001
5380-2792,5380-,4205,Supernet,5380,,2792,2019/08/0424/002
5380-2793,5380-,4206,Supernet,5380,,2793,2019/08/0425-003
4584-1140,4584-1097,4207,Honda Shahrah-E-Faisal,4584,1097,1140,00050440
4584-2716,4584-,4208,Honda Shahrah-E-Faisal,4584,,2716,00050440
5304-1138,5304-1095,4209,Honda Shahrah-E-Faisal,5304,1095,1138,00052225
5304-2715,5304-,4210,Honda Shahrah-E-Faisal,5304,,2715,00052225
5302-1130,5302-1087,4211,Honda South Motors,5302,1087,1130,0131932
5302-1129,5302-1086,4212,Honda South Motors,5302,1086,1129,0131932
5302-2762,5302-,4213,Honda South Motors,5302,,2762,0131932
5485-,5485-Banglow,4214,Nestle Pakistan Ltd,5485,Banglow,,M-209065
5487-1139,5487-1096,4215,New Zafcom Tyres Company,5487,1096,1139,7901
5409-,5409-222,4216,SWS Pvt Ltd,5409,222,,1838/07/2019
5409-,5409-223,4217,SWS Pvt Ltd,5409,223,,1838/07/2019
5409-,5409-224,4218,SWS Pvt Ltd,5409,224,,1838/07/2019
1971-Advance ,1971-,4219,IZEE TECH ENGINEERING,1971,,Advance ,374
5391-1084,5391-1038,4220,Nasir Siddiq Brothers,5391,1038,1084,000716
5073-2696,5073-1523,4221,New White Flower Garments,5073,1523,2696,322
5384-2770,5384-1570,4222,Al-Madina Enterprises,5384,1570,2770,212379
1262-2778,1262-1575,4223,Syed Enterprise,1262,1575,2778,343
1263-2788,1263-1580,4224,Syed Enterprise,1263,1580,2788,344
3985-2800,3985-,4225,M.S Engineering,3985,,2800,S000051
5376-2697,5376-1524,4226,Pakistan Oxygen ,5376,1524,2697,371530705
5376-2809,5376-,4227,Pakistan Oxygen ,5376,,2809,371530705
5376-2722,5376-1533,4228,Pakistan Oxygen ,5376,1533,2722,371530707
5376-2811,5376-,4229,Pakistan Oxygen ,5376,,2811,371530707
5376-2747,5376-1541,4230,Pakistan Oxygen ,5376,1541,2747,371530708
5376-2812,5376-,4231,Pakistan Oxygen ,5376,,2812,371530708
5376-2756,5376-1557,4232,Pakistan Oxygen ,5376,1557,2756,371530709
5376-2813,5376-,4233,Pakistan Oxygen ,5376,,2813,371530709
4154-2666,4154-1508,4234,Pakistan Oxygen ,4154,1508,2666,371523171
4154-2802,4154-,4235,Pakistan Oxygen ,4154,,2802,371523171
4154-2703,4154-1528,4236,Pakistan Oxygen ,4154,1528,2703,371530706
4154-2810,4154-,4237,Pakistan Oxygen ,4154,,2810,371530706
5518-3486,5518-3777,4238,Sogo Corporation ,5518,3777,3486,SC-104967
5546-2779,5546-1576,4239,Tanvir Packages,5546,1576,2779,167
5069-1131,5069-1088,4240,Universal Engineering,5069,1088,1131,28697
4108-,4108-,4241,Metier Ampoule ,4108,,,19060001
2592-,2592-3659,4242,Metier Plastic,2592,3659,,19200003
4944-3568,4944-3890,4243,Khan Packages ,4944,3890,3568,1053
5183-,5183-3891,4244,Khan Packages ,5183,3891,,1052
5369-3598,5369-3892,4245,Khan Packages ,5369,3892,3598,1052
4944-3599,4944-3893,4246,Khan Packages ,4944,3893,3599,1052
5023-3564,5023-3867,4247,Khan Packages ,5023,3867,3564,1051
5026-,5026-1503,4248,Khan Packages ,5026,1503,,1050
5649-2831,5649-1610,4249,First Office Supplies,5649,1610,2831,FOS/0027/2019
5506-,5506-3895,4250,Metier Ampoule ,5506,3895,,19200017
5250-,5250-3894,4251,Metier Ampoule ,5250,3894,,19200016
2592-,2592-3896,4252,Metier Plastic,2592,3896,,19200040
2592-,2592-3897,4253,Metier Plastic,2592,3897,,19200040
2592-,2592-3898,4254,Metier Plastic,2592,3898,,19200040
2592-,2592-3901,4255,Metier Plastic,2592,3901,,19200041
2592-,2592-3902,4256,Metier Plastic,2592,3902,,19200041
3811-,3811-3916,4257,Metier Plastic,3811,3916,,19200042
2592-,2592-3906,4258,Metier Plastic,2592,3906,,19200043
2592-,2592-3907,4259,Metier Plastic,2592,3907,,19200043
3811-,3811-3908,4260,Metier Plastic,3811,3908,,19200044
4949-,4949-3899,4261,Metier Impressions,4949,3899,,19200077
3808-,3808-232,4262,Metier Impressions,3808,232,,19200078
5047-,5047-3900,4263,Metier Impressions,5047,3900,,19200079
3673-,3673-230,4264,Metier Impressions,3673,230,,19200080
3673-,3673-231,4265,Metier Impressions,3673,231,,19200081
4293-,4293-3909,4266,Metier Impressions,4293,3909,,19200082
5234-,5234-3910,4267,Metier Impressions,5234,3910,,19200083
5430-,5430-3911,4268,Metier Impressions,5430,3911,,19200084
4807-,4807-3912,4269,Metier Impressions,4807,3912,,19200085
5047-,5047-3913,4270,Metier Impressions,5047,3913,,19200086
5158-,5158-3914,4271,Metier Impressions,5158,3914,,19200087
5347-,5347-3915,4272,Metier Impressions,5347,3915,,19200088
5050-2753,5050-1545,4273,Pak Gases,5050,1545,2753,2473
5198-2083,5198-1588,4274,Kamtec International,5198,1588,2083,5116
4418-,4418-1073,4275,Wadittar Engineering ,4418,1073,,1270
4326-,4326-1103,4276,Wadittar Engineering ,4326,1103,,1286
4325-,4325-2414,4277,Wadittar Engineering ,4325,2414,,1285
5608-,5608-1099,4278,Paradise Airconditioning ,5608,1099,,996
5168-,5168-3853,4279,IDEAPAC,5168,3853,,006
5622-,5622-1595,4280,HS&E Industrial Distributors,5622,1595,,4163
